language,country,source,collection_method,article_id,url,title,content,climate_max_sim,health_max_sim,climate_best_keyword,health_best_keyword,sample_bucket,climate,health,health_climate_impact,climate_justification,health_justification,impact_justification
Polish,Poland,gazeta.pl,scrapai,124114,"https://kobieta.gazeta.pl/podrozowanie/7,197871,28733290,efektowna-sukienka-agnieszki-wlodarczyk-za-niecale-125-zl-to.html",Efektowna sukienka Agnieszki Włodarczyk za niecałe 125 zł to hit lata! Figura wygląda w niej jak marzenie,"Wakacyjne kreacje charakteryzują się zwiewnymi, lekkimi fasonami i jasnymi barwami. Sukienki w białym odcieniu świetnie podkreślają letnią opaleniznę oraz są synonimem lata. Zobacz, jaki model wybrała Agnieszka Włodarczyk.

Sukienka letnia Agnieszki Włodarczyk to hit na lato! Modny styl boho zachwyca

Agnieszka Włodarczyk pochwaliła się na swoim profilu na Instagramie wyjątkową kreacją w stylu boho, idealną na wakacje. To przepiękna sukienka dla kobiet, które cenią sobie wygodę i stylową elegancję. Z tym modelem można stworzyć wiele letnich stylizacji. Ma asymetryczny krój, który przyciągnie spojrzenia i wyeksponuje nogi. Fason na cienkich ramiączkach ma lekki dekolt w kształcie litery V oraz ozdobne muszelki i koronkowe wykończenie. Idealna na codzienne wyjścia jak i na niespodziewane wypady. Model pochodzi ze sklepu Pakuten i kupimy go w cenie 124,59 zł.

Zara: sukienka biała idealna na wakacyjny wyjazd. Świetnie podkreśla opaleniznę

Sukienka o krótkim kroju to idealna propozycja letniej kreacji dostępna w sklepach Zara. Fason ma dekolt w serek oraz cienkie ramiączka regulowanej długości z wiązaniem z tyłu. Ażurowy haft w tym samym odcieniu nadaje sukience niepowtarzalnego charakteru. Model ma wykończenie na podszewce. Cena tej kreacji to 139,00 zł.

Mohito: sukienki w stylu boho królują w tym sezonie. Zainspiruj się

Sukienka o długości midi w ażurowy wzór z hiszpańskim dekoltem to propozycja na wakacyjną stylizację od marki Mohito. Wykonana jest w 100% z bawełny i zapewnia komfort użytkowania, nawet podczas największych upałów. Model ma dekolt w kształcie serca, cienkie, regulowane ramiączka oraz opadające ramiona. Od spodu sukienka podszyta jest gładką podszewką. Cena wynosi 199,99 zł.",0.5186,0.5502,heatwave,casualties,high_health,no,no,no,Celebrity dress for under 125 PLN - fashion,,
Polish,Poland,gazeta.pl,scrapai,94947,"https://kobieta.gazeta.pl/rodzina/7,197778,30473564,jakie-swiateczne-marzenia-maja-seniorzy-aby-spokojnie-dozyc.html","Jakie świąteczne marzenia mają seniorzy? ""Aby spokojnie dożyć""","Więcej wiadomości przeczytasz na Gazeta.pl.

W grudniu atmosfera świąt Bożego Narodzenia udziela się wszystkim. Słuchamy świątecznych piosenek, kupujemy prezenty dla najbliższych i szukamy przepisów na bożonarodzeniowe smakołyki. Ten magiczny miesiąc jest też czasem dobrych uczynków, myślenia o innych i spełniania marzeń. A o czym marzą seniorzy? Zapytałam ich o to na ulicach Warszawy. Nagranie można obejrzeć poniżej:

Jakie świąteczne marzenia mają seniorzy?

- Na wigilię idę do córki, spotkam się z wnukami. Sześcioro ich mam. Chciałam im kupić po 50 dolarów. Byłam właśnie w kantorze, no to nie mają [w kantorze przyp.red]. Tylko po stówie - mówiła warszawianka. Na pytanie, czemu dolary, wyjaśniła: - Bo chciałam dolary. Dolar to nie jest to, co euro, według mnie. Tym bardziej, że to gwiazdka - podkreśliła.

Inny rozmówca przyznał, że na święta jedzie do wnucząt. Marzy tylko o tym, żeby święta były ""przyjemne i rodzinne"". - Spokój w rodzinie. Przyjąć ładnie na wigilii swoje wnuki i prawnuki. Takie jest moje szczęście na tym etapie życia - dodała kolejna mieszkanka stolicy. Jeszcze inna seniorka zaznaczyła, że jej największym marzeniem na święta jest śnieg. - Marzenia na święta? Żeby była pogoda, śnieg. I żebym się zobaczyła z prawnukiem - odpowiedziała.

""W tym wieku nie mam marzeń""",0.4762,0.5317,heatwave,casualties,high_health,no,no,no,What Christmas wishes do seniors have? Peace and health,,
Polish,Poland,gazeta.pl,scrapai,435,"https://next.gazeta.pl/next/7,151003,26820372,inpost-zapowiada-lodowkomatowa-ofensywe-kilkadziesiat-nowych.html","InPost zapowiada ""lodówkomatową ofensywę"". Kilkadziesiąt nowych lokalizacji jeszcze w tym roku","Jerzy Bonalski, dyrektor e-grocery w firmie InPost rozmawiał z portalem wiadomoscihandlowe.pl. Bonalski poinformował o planach rozwoju stosunkowo nowego projektu. - Chcemy się dalej rozwijać na rynku warszawskim i krakowskim, gdzie lodówkomaty są już rozpoznawane. Oprócz tego w kręgu naszych zainteresowań znajdują największe miasta w Polsce - mówił. Dyrektor przyznał, że będzie to kilkadziesiąt nowych lokalizacji w 2021 roku.

Nowe lodówkomaty InPost w 2021 r.

- Wiążemy duże nadzieje z rynkiem e-grocery, szczególnie teraz, gdy pandemia znacznie przyspieszyła jego tempo wzrostu w Polsce. W tej chwili zarządzamy siecią ok. 35 lodówkomatów w Warszawie i okolicach oraz ok. 15 w Krakowie - podkreślał Jerzy Bonalski.

W zeszłym roku Rafał Brzoska, prezes i udziałowiec InPostu, poinformował na swoim profilu na LinkedIn o zawiązaniu współpracy z nowym dużym partnerem - siecią Auchan Direct - przy pilotażowym programie lodówkomatów.

Każdy kryzys gospodarczy zmienia oblicze gospodarki. Każdy przedsiębiorca widzi albo szanse, albo zagrożenia, albo jedno i drugie (najlepiej). My widzimy mnóstwo zagrożeń, ale również wiele szans - niektóre już wykorzystujemy, uruchamiając nowe usługi. Nasz pilotażowy projekt lodówkomatów właśnie pozyskał nowego dużego partnera w dostawach świeżej żywności z gwarantowaną zachowaną temperaturą dostaw. Zarówno mrożonki, jak i świeże owoce i warzywa. Widzimy olbrzymi potencjał w kanale e-grocery i zamierzamy na nim odcisnąć swoje mocne inpostowe piętno. Okres inwestycji w tej materii czas zacząć

- pisał Brzoska. Auchan Direct to kolejny partner firmy przy programie lodówkomatów, obok Firmy Janas, cukierni Batida, producenta soków Tłocznia Chocznia, projektów Karma oraz fitness cateringu Moja Zdrowa Dieta.

InPost rozwija program Lodówkomaty 24h. To paczkomaty na jedzenie

InPost pierwsze lodówkomaty postawił w 2018 roku. Jak na razie program wciąż jest pilotażowy, urządzenia dotąd zostały uruchomione tylko w Warszawie oraz Krakowie. Można przetrzymywać w nich jedzenie, dzięki trzem rodzajom skrzynek z chłodzeniem:

Mrożenie w -18 stopniach Celsjusza

Chłodzenie w +4 stopniach Celsjusza

Strefa stałej temperatury na poziomie +16 stopni Celsjusza",0.4972,0.5442,heatwave,undernourishment,high_health,no,no,no,InPost announces fridge-locker offensive,,
Polish,Poland,gazeta.pl,scrapai,121051,"https://next.gazeta.pl/next/7,151003,28832167,branza-spozywcza-spodziewa-sie-klopotow-zagrozenie-bezpieczenstwa.html","Branża spożywcza ma kłopoty po wstrzymaniu dostaw. ""Zagrożenie bezpieczeństwa żywnościowego kraju""","W czwartek Poradnik Handlowca poinformował, że Carlsberg Polska planuje zawiesić produkcję piwa. Powodem jest wstrzymanie dostaw dwutlenku węgla przez Anwil S.A. i Grupę Azoty. W rozmowie z TVN24 Biznes Beata Ptaszyńska-Jedynak, dyrektorka ds. komunikacji w Carlsberg Polska, powiedziała, że problem dotyczy też innych firm korzystających z dwutlenku węgla. Przedstawicielka Grupy Żywiec poinformowała z kolei, że spółka analizuje sytuację. Analizy trwają także w koncernie Danone, do którego należy Żywiec Zdrój.

Wstrzymanie dostaw suchego lodu i dwutlenku węgla. ""Piwo to najmniejszy problem""

Andrzej Gantner, dyrektor generalny Polskiej Federacji Producentów Żywności, podkreślił w rozmowie z TVN24 Biznes, że problem ""będzie dotyczył wielu branż produkcji spożywczej"". - Można powiedzieć, że piwo to najmniejszy problem, z jakim zetkniemy się jako konsumenci w związku z brakiem dostaw dwutlenku węgla, suchego lodu i kwasu azotowego. To są trzy produkty, których dostawy mają być wstrzymane. Zarówno branża mięsna, mleczarska, napojowa, jak i segment przetwórstwa owoców i warzyw, praktycznie nie będą w stanie produkować żywności bez tych składników - stwierdził.

""Realne jest niebezpieczeństwo rozerwania łańcuchów dostaw""

Dla branży spożywczej problemem mogą być braki w dostawach suchego lodu. - Jest on produktem potrzebnym do utrzymania chłodni w transporcie żywności. Jak wszyscy wiemy, produkty wrażliwe, czyli mleczarskie, mleczne, które wymagają obniżonej temperatury, muszą mieć zachowany łańcuch chłodniczy w transporcie i dystrybucji. Jeżeli nie będzie tego produktu, to będzie bardzo poważny problem z transportem chociażby z chłodni czy magazynów do sklepów. Co za tym idzie realne jest niebezpieczeństwo rozerwania łańcuchów dostaw i braku produktów w sklepach - mówił.

Według Gantnera ""interwencja rządu jest wręcz niezbędna"".

- Branża spożywcza spodziewa się problemów. ""Zagrożenie bezpieczeństwa żywnościowego w kraju"". Trudno wyobrazić sobie, żeby jakikolwiek rząd nie podjął w takim momencie interwencji i nie doprowadził do tego, aby produkcja tych składników została wznowiona, nawet kosztem dotacji i ewentualnej rekompensaty tych strat - mówił.

Grupa Azoty i Anwil wstrzymują produkcję. Rząd zapowiada interwencję

23 sierpnia Grupa Azoty poinformowała o czasowym zatrzymaniu (natychmiastowym, od wtorku 23 sierpnia) pracy części instalacji, w tym tej do produkcji nawozów azotowych, kaprolaktamu oraz poliamidu 6. Wyjaśniano to właśnie ""nadzwyczajnym i bezprecedensowym wzrostem cen gazu ziemnego"". Spółka przekazała jednocześnie, że ""kontynuuje produkcję katalizatorów, osłonek poliamidowych, kwasów humusowych, skrobi termoplastycznej oraz kwasu azotowego stężonego"".

Jak wyjaśniają przedstawiciele Grupy Azoty ""obecna sytuacja na rynku gazu ziemnego, determinująca rentowność prowadzonej produkcji, jest wyjątkowa, całkowicie niezależna od Grupy Azoty i nie była możliwa do przewidzenia"". Anwil również tymczasowo wstrzymał produkcję nawozów azotowych.

We w...",0.4880,0.5599,carbon dioxide,undernourishment,high_health,no,yes,no,,"Food industry in trouble after CO2 supply halted, food security threat",
Polish,Poland,rp.pl,scrapai,11113,https://www.rp.pl/banki/art8889611-banki-tuz-przed-pandemia-uzbieraly-rekordowy-kapital,Banki tuż przed pandemią uzbierały rekordowy kapitał,"Magazyn The Banker opublikował coroczny ranking 1000 największych banków świata pod względem posiadanego kapitału podstawowego (ujawnione rezerwy plus kapitał własny - pieniądze wykorzystywane do funkcjonowania i stanowiące o sile banku).

Reklama

Reklama

Najnowsze zestawienie Top 1000 World Banks 2020 jest wyjątkowe - bo jubileuszowe - 50-te i opisuje świat tuż przed wybuchem pandemii, która mocno uderzyła w globalną bankowość.

Czytaj także: Większe zwolnienia w Commerzbanku

The Banker zauważa, że rekordowy poziom zgromadzonego kapitału, a także znaczna redukcja złych długów pomoże bankom szybko wyjść z kryzysu spowodowanego koronawirusem.

Czołowa dziesiątka najbogatszych banków nie zmieniła się od 2018 r. Otwiera ją Chiński Bank Przemysłowo-Handlowy (380 mld dol. kapitału podstawowego). Na drugim miejscu znajdują się kolejne trzy wiodące chińskie banki - China Construction Bank (316 mld dol.), Agricultural Bank of China (277 mld dol.) i Bank of China (258 mld mld).

Jedynym niechińskim bankiem w pierwszej piątce jest amerykański JPMorgan Chase (214 miliardów dolarów). W pierwszej dziesiątce znajdują się jeszcze trzy amerykańskie banki (Bank of America, Wells Fargo i Citigroup), brytyjski HSBC (najmajętniejszy bank Europy) i japoński Mitsubishi UFJ.

W trzydziestce najmajętniejszych także dominują banki chińskie (11 sztuk), przed amerykańskimi (6) oraz Japonią i Francją (po 4).

W naszej części regionu na czele znalazły się trzy rosyjskie państwowe giganty. Lideruje Sbierbank - 27 bank świata (awans o 5 pozycji kapitał - 70,7 mld dol.) przed VTB i Gazprombankiem. Na czwartym miejscu jest polski bank państwowy - PKO BP (9,662 mld dol.). W świecie największy polski bank zajmuje odległe 164 miejsce. Na 250 pozycji znalazł się Bank Pekao (5,365 mld dol.) a na 275 - BGK (4,703 mld dol.).

The Banker prognozuje, że w tym roku banki chińskie stracą część swoich wysokich pozycji. Na korzyść amerykańskich instytucji finansowych działa ich efektywność wykorzystania kapitału i niższe koszty.

Na początku 2020 r. chińskie banki posiadały 26,4 procent aktywów bankowych świata i generowały 28,46 dodatkowych zysków bankowości globalnej. Amerykańskie bank miały zaledwie 13,55 procent aktywów, a generowały 22 proc. globalnego zysku.",0.4782,0.5612,extreme event,west nile virus,high_health,no,no,no,Banks accumulated record capital before pandemic - finance,,
Polish,Poland,rp.pl,scrapai,16756,https://www.rp.pl/nieruchomosci/art8839731-rynek-obligacji-odzywa,Rynek obligacji odżywa,"Atal uplasował dwuletnie obligacje o wartości 150 mln zł. Popyt zgłoszony przez inwestorów instytucjonalnych był wyższy, ale deweloper nie ujawnia jak bardzo. Nie było konieczne ustanowienie zabezpieczenia, za to wzrosła marża: oprocentowanie to WIBOR 6M plus 2,6 pkt. proc. ( na dziś 2,87 proc.) wobec 1,9 pkt. proc. w ubiegłorocznych emisjach. Kupon jest jednak znacznie niższy niż w przypadku ostatnich obligacji mniejszych graczy.– Atal jest doskonale znany na rynku kapitałowym i regularnie korzysta z finansowania pochodzącego z emisji obligacji. Nasz sprawdzony model biznesowy znajduje uznanie u inwestorów. To sprawia, że jesteśmy preferowanym partnerem instytucji finansowych – skomentował prezes Zbigniew Juroszek.

Nową emisję rzędu 50–100 mln zł zapowiedział na spotkaniu z inwestorami zarząd Domu Development. Spółka w czerwcu wykupiła papiery za 100 mln zł. Ten duży gracz również z sukcesem plasował niezabezpieczone obligacje z niskim kuponem, według stawki WIBOR6M plus 1,9 pkt. proc. Wyjścia na rynek można się spodziewać w najbliższych miesiącach.

Mniejsi gracze, jak niedawno Victoria Dom, czy i2 Development, skorzystali ze wsparcia inwestorów indywidualnych, plasując obligacje w ramach ofert publicznych. Nowym standardem jest stałe oprocentowanie równe lub przekraczające 6 proc., a często dodatkowe zabezpieczenie hipoteką.

Taki model powtórzył White Stone Development, sprzedając zabezpieczone trzyletnie obligacje o wartości 25 mln zł ze stałym kuponem 6 proc. rocznie. To czwarta i największa emisja dewelopera, ale pierwsza, która ma trafić do publicznego obrotu.

– Chcemy transparentnie komunikować się z rynkiem, dlatego zamierzamy ubiegać się o wprowadzenie obligacji na Catalyst – skomentowała Anna Suchodolska z zarządu White Stone Development. Firma w 2019 r. sprzedała ponad 280 mieszkań, a w I połowie br. 195. Buduje w Warszawie i Szczecinie, planuje nowe inwestycje na Mokotowie i Józefosławiu. Na koncie ma też projekty biurowe.",0.4842,0.5425,heatwave,undernourishment,high_health,no,no,no,Bond market revives - finance,,
Polish,Poland,gazeta.pl,scrapai,86968,"https://zdrowie.gazeta.pl/Zdrowie/7,101580,27658466,pierwsza-na-swiecie-szczepionka-na-malarie-zatwierdzona-przelom.html",Pierwsza na świecie szczepionka na malarię zatwierdzona. Przełom w walce ze śmiertelną chorobą,"Wynalezienie skutecznej szczepionki na malarię - po ponad stu latach prób - to jedno z największych osiągnięć medycyny. - To historyczny moment. Długo oczekiwana szczepionka na malarię do stosowania u dzieci jest przełomem w nauce, walce o zdrowie dzieci i kontroli malarii. Każdego roku może uratować dziesiątki tysięcy młodych istnień - mówił na konferencji prasowej dr Tedros Adhanom Ghebreyesus, szef Światowej Organizacji Zdrowia (WHO).

- Jest to pierwsza szczepionka na malarię, która osiągnęła ten etap zaleceń politycznych. To historyczny moment - przekonuje badacz chorób zakaźnych, dyrektor Światowego Programu Malaria WHO dr Pedro Alonso na konferencji prasowej WHO.

Malaria (dawniej zwana też zimnicą lub febrą) zabija od tysięcy lat. Ta choroba jest prawdopodobnie największym zabójcą ludzi w historii. Współcześnie, według szacunków Światowej Organizacji Zdrowia na malarię zapada co roku około 229 milionów ludzi i aż 94 proc. zarażonych to Afrykanie. Na całym świecie z powodu tej infekcji umiera rocznie 409 tysięcy osób. Malaria zagraża przede wszystkim zdrowiu i życiu najmłodszych, a najbardziej cierpią dzieci mieszkające w Afryce. Na tym kontynencie tylko w 2019 roku na malarię zmarło ponad 260 tysięcy dzieci. Objawy malarii to wysoka gorączka, dreszcze, bóle stawów. W wyniku uszkodzenia czerwonych krwinek choremu grozi anemia hemolityczna.

Chorobę wywołuje przenoszony przez komary pierwotniak z rodzaju Plasmodium (zarodziec). Szczepionka RTS,S została opracowana sześć lat temu po niemal 30 latach badań. Gdy przeszła pozytywnie próby kliniczne wdrożono wieloletni program pilotażowy w ramach którego preparat jest podawany dzieciom w Ghanie, Kenii oraz Malawi. Ten program jest koordynowany przez WHO i wspierany przez kilka organizacji pomocowych, w tym The Global Fund to Fight AIDS, Tuberculosis and Malaria (Światowy Fundusz na rzecz Walki z AIDS, Gruźlicą i Malarią), a prowadzą go Ministerstwa Zdrowia Ghany, Kenii i Malawi.

Jak działa szczepionka RTS,S przeciwko malarii

Szczepionkę na malarię opracowała firma farmaceutyczna GSK przy współpracy afrykańskich naukowców. Do tej pory otrzymało ją ponad 800 tys. dzieci. WHO swoją decyzję oparła na danych z trzeciej fazy badań klinicznych oraz z programu pilotażowego. Szczepionkę oceniła także Europejska Agencja Leków (EMA) i wydała pozytywną rekomendację.

Jest to preparat czterodawkowy. Pierwszą dawkę podaje się w piątym miesiącu życia dziecka, kolejne w szóstym i siódmym miesiącu, a na koniec dawkę przypominającą w osiemnastym miesiącu życia. Aby była skuteczne, konieczne jest przyjęcie wszystkich dawek. Działa przeciwko Plasmodium falciparum, najbardziej śmiercionośnemu pasożytowi wywołującemu malarię i najbardziej rozpowszechnionemu w Afryce.

Szczepionka RTS,S ma korzystny profil bezpieczeństwa. WHO podaje, że do tej pory podano 2,3 mln dawek, a w krajach, w których prowadzono program pilotażowy, odnotowano znaczny spadek (o 30 proc.) liczby ciężkich, śmiertelnych przypadków malarii.

Walk...",0.4228,0.5606,heatwave,zika,high_health,no,yes,no,,First malaria vaccine approved - medical breakthrough,
Polish,Poland,gazeta.pl,scrapai,45587,"https://podroze.gazeta.pl/podroze/7,114158,29229114,tiktokerki-wybraly-sie-do-egiptu-na-kazdym-kroku-ktos-probuje.html","TikTokerki wybrały się do Egiptu. ""Na każdym kroku ktoś próbuje nam coś sprzedać""","Więcej informacji na temat aktualnych wydarzeń znajdziesz na stronie głównej Gazeta.pl

Egipt wciąż jest jednym z najpopularniejszych kierunków na wakacje wśród Polaków, zupełnie jak Turcja czy Grecja. Turystów kuszą przede wszystkim oferty all inclusive, a także egzotyczne widoki i rozgrzane słońcem plaże. Nic dziwnego, że filmik zamieszczony na profilu @mamaiwerka zdobył popularność. Kobiety podczas pobytu w tym kraju dają swoim odbiorcom trzy przydatne rady dla wyjeżdżających do Egiptu.

Zasada pierwsza: na zdrowie

Podróżni z krajów europejskich stosunkowo często zmagają się podczas pierwszych dni pobytu w Egipcie z tak zwaną ""klątwą faraona"". Objawia się przede wszystkim problemami gastrycznymi, w tym silnymi skurczami brzucha. - Na szczęście my mamy na to sposób - wyjaśnia TikTokerka na nagraniu. - Jest to ouzo, czyli anyżowy trunek. On nam zbytnio nie smakuje, ale na klątwę pomaga zawsze - dodaje. Ouzo to klasyczna grecka wódka o bardzo charakterystycznym smaku, z wyczuwalną nutą kolendry i cynamonu. Czy alkohol może pomóc na dolegliwości żołądkowe? Tak, ale musi być stosowany w trakcie lub po posiłku.

Grunt to asertywność

- Egipcjanie są zazwyczaj bardzo sympatyczni, ale żyją z turystyki. I na każdym kroku - czy to na basenie, czy na plaży - ktoś próbuje nam coś sprzedać. Dlatego trzeba poćwiczyć asertywność i nauczyć się odmawiać - opowiada TikTokerka. Kilka lat temu uchwalono nawet prawo karzące zbyt namolne oferowanie produktów czy usług. Podobne konsekwencje jak sprzedawcy ponoszą również osoby, które nagabują zwiedzających muzea i zabytki.

Choć wiele osób przyzwyczaiło się do sposobu zabiegania o klientów egipskich sprzedawców, to władze obawiają się, że może ono zniechęcać do przyjazdu do Egiptu turystów

– poinformował wówczas portal ""Travel News"".

Sprawne łącze

Ostatnia rada, o której wspominają twórczynie na TikToku, dotyczy kart SIM. - Karty z internetem lepiej kupić na lotnisku, bo tam jest zdecydowanie taniej, a zazwyczaj WiFi nie działa na terenie całego hotelu - przestrzega TikTokerka. Profil prowadzony przez matkę i córkę zdobywa obecnie coraz większą popularność. Kobiety zebrały już ponad 1,7 mln obserwujących i 66,4 mln polubień.",0.4809,0.5433,heatwave,west nile virus,high_health,no,no,no,"TikTokers went to Egypt, harassed at every step - travel",,
Polish,Poland,gazeta.pl,scrapai,43455,"https://wiadomosci.gazeta.pl/wiadomosci/7,173952,26711670,problemy-z-rejestracja-na-szczepienia-nawet-300-tysiecy-polaczen.html","Problemy z rejestracją na szczepienia, infolinia zablokowana. ""Nawet 300 tysięcy połączeń na minutę""","Od kilku dni było wiadomo, że w piątek od godziny 6 seniorzy po 70. roku życia będą mogli zacząć się rejestrować na szczepienie przeciw COVID-19. Zainteresowani mogą tego dokonać na trzy sposoby. Okazuje się jednak, że jeden z nich od samego początku nie funkcjonuje tak, jak powinien.

Problemy z kontaktem z infolinią. ""Nawet 300 tysięcy prób na minutę""

Szef Kancelarii Premiera i koordynator programu ds. szczepień Michał Dworczyk poinformował, że od początku rejestracji za pośrednictwem strony internetowej i infolinii zapisało się ponad 66 tysięcy osób w wieku między 70 a 80 rokiem życia. - Zainteresowanie jest bardzo duże, na oba te kanały jest bardzo duży napór osób, które chcą się zarejestrować - mówił.

Zarejestrowanych osób mogłoby być znacznie więcej, jednak problemy z dodzwonieniem się na infolinię skutecznie to utrudniają. ""Trudności z dodzwonieniem się do Infolinii 989 wynikają z bardzo dużej liczby połączeń wykonywanych jednocześnie. Mówimy tutaj o nawet 300 tysiącach prób na minutę"" - czytamy na profilu #SzczepimySię na Twitterze.

Trzy metody rejestracji na szczepienia przeciw COVID-19

Poza kontaktem z infolinią zainteresowane osoby mają do wyboru jeszcze dwie metody rejestracji. Można jej dokonać za pośrednictwem Internetowego Konta Pacjenta. Do zalogowania potrzebny jest profil zaufany lub nowy dowód osobisty z warstwą elektroniczną (e-dowód). Do IKP można zalogować się także wykorzystując konto internetowe w PKO BP (iPKO, Inteligo), Pekao SA lub banku spółdzielczym. Formularz rejestracyjny dostępny jest na stronie: www.gov.pl.

Ostatnią opcją jest osobiste umówienie się na szczepienie w pobliskim punkcie szczepień. Mapa punktów na bieżąco aktualizowania jest na stronie www.gov.pl/web/szczepimysie.

Osoby, które mają problemy z dotarciem do punktu szczepień, mogą skorzystać z transportu, który uruchamiają poszczególne gminy. Informacji na ten temat należy szukać na stronie poszczególnej miejscowości. Wiele miast organizuje też specjalne infolinie, np. Gdańsk - 500 218 337 czy Tarnowskie Góry - 504 958 079.

*****

Szczepionka przeciw COVID-19 pozwoli nam pokonać pandemię, wrócić do normalności i ochronić życie i zdrowie wielu osób. Poniżej zamieszczamy pakiet niezbędnych i najważniejszych informacji o szczepieniach udostępnionych przez Światową Organizacją Zdrowia.",0.4423,0.5439,heatwave,measles,high_health,no,yes,no,,"Problems with vaccination registration, hotline blocked - COVID",
Polish,Poland,gazeta.pl,scrapai,63485,"https://wiadomosci.gazeta.pl/wiadomosci/7,173952,25852029,dramat-w-domach-pomocy-wiceminister-rodziny-do-polakow-przekazcie.html","Dramat w domach pomocy. Wiceminister rodziny do Polaków: Przekażcie im maseczki, rękawiczki i fartuchy. ""Skandal!""","Ministerstwo Rodziny, Pracy i Polityki Społecznej zamieściło na Twitterze nagranie, w którym wiceszefowa resortu Iwona Michałek apeluje do Polaków, aby przekazywali Domom Pomocy Społecznej maseczki, fartuchy, rękawiczki i płyny dezynfekcyjne, ponieważ ich ""bezbronnym mieszkańcom"" są ""szczególnie"" potrzebne.

Jeżeli szyjecie Państwo maseczki ochronne w szwalniach, domach, przedsiębiorstwach, za co bardzo dziękuję, to sprawdźcie, czy nie warto wesprzeć Domu Pomocy Społecznej w Waszej okolicy. Tam są one bardzo potrzebne. Pensjonariusze i personel opiekujący się nimi potrzebują maseczek, fartuchów, rękawiczek i płynów dezynfekcyjnych

- mówi polityczka.

Komentujący: Skandal!

Nagranie spotkało się z falą komentarzy użytkowników serwisu społecznościowego, którzy uważają, że pomoc tym placówkom powinno zapewnić państwo. ""Skandal! Do dymisji!"", ""To jest wasze zadanie to dostarczyć. A nie wysługiwać się obywatelami"", ""I to wszystko mają dać obywatele masowo wyrzucani z pracy. W zamian za to mamy popierać, nie przeszkadzać"" - piszą oburzeni komentujący.

Pani Minister, to Pani jest odpowiedzialna za zapewnienie mieszkańcom i personelowi DPS-ów odpowiedniego sprzętu zabezpieczającego, a takie recytacje to wstyd i hańba

- odpowiedziała jedna z użytkowniczek Twittera.

Dramat w Domach Pomocy Społecznej

Sytuacja w Domach Pomocy Społecznej jest dramatyczna - ludzie masowo zakażają się wirusem SARS-CoV-2 i umierają. Jak podaje TVN24, w DPS w Lublińcu dla kobiet przewlekle psychicznie chorych potwierdzono zakażenie koronawirusem u 17 kobiet, w tym 82-letniej pensjonariuszki i pielęgniarki. Zostały one przewiezione do szpitala, a pozostałe kobiety przeniesiono do gminnego ośrodka sportu, gdzie zostały poddane kwarantannie. U dwóch z nich pojawiły się objawy zakażenia. Wynik testu potwierdził, że zachorowały na COVID-19. W poniedziałek 82-letnia pensjonariuszka zmarła.

W sobotę opisywaliśmy sytuację w Domu Pomocy Społecznej w Tomczycach (powiat grójecki), gdzie zakażenie koronawirusem potwierdzono u 61 podopiecznych i dziewięciu pracowników, w tym u dwóch zatrudnionych w placówce pielęgniarek.

Jesteśmy u kresu sił. Coraz więcej pensjonariuszy ma podwyższone temperatury. Boję się, że ci starsi ludzie zaczną umierać

- mówił dyrektor placówki w rozmowie z TVN24.",0.4365,0.5354,heatwave,undernourishment,high_health,no,yes,no,,"Drama in care homes, deputy minister appeals for PPE donations - COVID",
